filename,composer,data_type,st0,st1,st2,st3,st4,st5,st6,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
debussy-ravel_nocturnes_2_fetes_(c)yogore.mid,debussy,train,1.0,0.421702404159,0.991552956465,0.570500324886,0.864847303444,0.684210526316,0.91942820013,0.619834710744,0.536438767844,0.487603305785,0.580015026296,0.56649135988,0.420736288505,0.238918106687,1.0,0.404207362885,0.386927122464,0.70848985725,0.354620586026
debussy_childrens_corner_(c)galimberti.mid,debussy,train,0.844637223975,0.457413249211,0.665615141956,0.656151419558,1.0,0.410883280757,0.727917981073,0.653401797176,0.721437740693,0.744544287548,0.441591784339,0.641848523748,0.612323491656,0.455712451861,1.0,0.627727856226,0.668806161746,0.641848523748,0.543003851091
debussy_estampes_3_(c)dery.mid,debussy,train,0.607874015748,0.68031496063,1.0,0.455118110236,0.494488188976,0.645669291339,0.552755905512,0.421383647799,0.38784067086,0.905660377358,0.331236897275,1.0,0.446540880503,0.159329140461,0.658280922432,0.308176100629,0.551362683438,0.385744234801,0.350104821803
debussy_etude_01_(c)galimberti.mid,debussy,train,1.0,0.561274509804,0.794117647059,0.583333333333,0.894607843137,0.424019607843,0.725490196078,1.0,0.533834586466,0.860902255639,0.488721804511,0.729323308271,0.665413533835,0.229323308271,0.936090225564,0.436090225564,0.65037593985,0.473684210526,0.639097744361
debussy_estampes_3_(c)galimberti.mid,debussy,train,0.634105960265,0.647350993377,1.0,0.470198675497,0.501655629139,0.66059602649,0.559602649007,0.43018018018,0.432432432432,0.880630630631,0.36036036036,1.0,0.459459459459,0.18018018018,0.682432432432,0.317567567568,0.581081081081,0.403153153153,0.358108108108
debussy_etude_02_(c)galimberti.mid,debussy,train,0.820466786355,0.615798922801,0.917414721724,0.978456014363,1.0,0.72710951526,0.86355475763,0.872860635697,0.244498777506,0.838630806846,0.882640586797,0.366748166259,0.960880195599,0.371638141809,1.0,0.361858190709,0.9902200489,0.731051344743,0.444987775061
debussy_etude_03_(c)galimberti.mid,debussy,train,0.861736334405,0.649517684887,1.0,0.787781350482,0.864951768489,0.382636655949,0.913183279743,0.955665024631,0.364532019704,0.995073891626,0.822660098522,0.709359605911,0.832512315271,0.374384236453,0.709359605911,0.615763546798,0.586206896552,1.0,0.399014778325
debussy-ravel_nocturnes_3_sirenes_(c)yogore.mid,debussy,train,1.0,0.34693877551,0.810324129652,0.828931572629,0.695678271309,0.989195678271,0.785714285714,0.770491803279,0.666954270923,0.498705780846,0.554788610871,0.610008628128,0.936151855047,0.25539257981,1.0,0.539257981018,0.88265746333,0.563416738568,0.566005176877
debussy_etude_02_(c)lefeldt.mid,debussy,train,0.826007326007,0.622710622711,0.923076923077,0.981684981685,1.0,0.732600732601,0.858974358974,0.875930521092,0.24317617866,0.843672456576,0.888337468983,0.362282878412,0.952853598015,0.377171215881,1.0,0.354838709677,0.992555831266,0.722084367246,0.441687344913
debussy_etude_04_(c)lefeldt.mid,debussy,train,0.891891891892,0.5,0.844594594595,0.915540540541,1.0,0.783783783784,0.820945945946,0.814655172414,0.323275862069,0.637931034483,0.76724137931,0.310344827586,0.612068965517,0.556034482759,0.974137931034,0.301724137931,1.0,0.525862068966,0.521551724138
debussy_etude_06_(c)galimberti.mid,debussy,train,0.601910828025,0.238853503185,0.754777070064,1.0,0.254777070064,0.783439490446,0.738853503185,0.442708333333,0.541666666667,0.390625,0.651041666667,0.583333333333,0.635416666667,1.0,0.416666666667,0.911458333333,0.369791666667,0.619791666667,0.588541666667
debussy_etude_04_(c)galimberti.mid,debussy,train,0.941580756014,0.501718213058,0.85910652921,0.945017182131,1.0,0.810996563574,0.852233676976,0.851694915254,0.309322033898,0.618644067797,0.737288135593,0.322033898305,0.60593220339,0.559322033898,0.919491525424,0.313559322034,1.0,0.529661016949,0.521186440678
debussy_etude_06_(c)lefeldt.mid,debussy,train,0.663003663004,0.457875457875,0.85347985348,1.0,0.901098901099,0.43956043956,0.717948717949,0.549738219895,0.397905759162,0.65445026178,0.565445026178,0.65445026178,1.0,0.429319371728,0.853403141361,0.434554973822,0.628272251309,0.591623036649,0.434554973822
debussy_etude_07_(c)galimberti.mid,debussy,train,0.669047619048,0.347619047619,1.0,0.904761904762,0.352380952381,0.566666666667,0.685714285714,0.649572649573,0.551282051282,0.623931623932,1.0,0.794871794872,0.965811965812,0.65811965812,0.632478632479,0.452991452991,0.564102564103,0.594017094017,0.636752136752
debussy_etude_05_(c)galimberti.mid,debussy,train,0.985365853659,0.509756097561,1.0,0.714634146341,0.436585365854,0.639024390244,0.656097560976,1.0,0.453237410072,0.751798561151,0.661870503597,0.812949640288,0.651079136691,0.402877697842,0.643884892086,0.406474820144,0.535971223022,0.593525179856,0.374100719424
debussy_etude_10_(c)galimberti.mid,debussy,train,1.0,0.372093023256,0.86511627907,0.86511627907,0.655813953488,0.66511627907,0.711627906977,0.943262411348,0.581560283688,0.567375886525,0.560283687943,0.758865248227,0.936170212766,0.382978723404,1.0,0.489361702128,0.524822695035,0.45390070922,0.631205673759
debussy_etude_09_(c)galimberti.mid,debussy,train,0.692307692308,0.533936651584,0.656108597285,0.542986425339,0.404977375566,1.0,0.647058823529,0.511538461538,0.665384615385,0.907692307692,0.661538461538,0.453846153846,0.469230769231,0.453846153846,0.688461538462,1.0,0.7,0.573076923077,0.526923076923
debussy_etude_08_(c)galimberti.mid,debussy,train,0.627659574468,0.423404255319,0.763829787234,0.589361702128,0.73829787234,0.285106382979,1.0,0.671936758893,0.494071146245,0.786561264822,0.758893280632,0.660079051383,0.588932806324,0.505928853755,0.545454545455,0.826086956522,0.529644268775,0.857707509881,1.0
debussy_etude_10_(c)lefeldt.mid,debussy,train,1.0,0.367441860465,0.837209302326,0.860465116279,0.646511627907,0.674418604651,0.693023255814,0.94964028777,0.597122302158,0.568345323741,0.525179856115,0.769784172662,0.964028776978,0.36690647482,1.0,0.510791366906,0.532374100719,0.489208633094,0.58273381295
